Title,Genres,Release Year,Budget ($),Revenue ($),Vote Average,Vote Count,Return on Investment,Profit ($),,,,
The Ghost and the Darkness,Adventure,1996,50000000,75000000,6.4,236,0.50,25000000,,,,
Chain Reaction,Action,1996,50000000,60209334,5.3,284,0.20,10209334,,,,
Phenomenon,Drama,1996,32000000,152036382,6.2,323,3.75,120036382,,,,
The First Wives Club,Comedy,1996,26000000,116400000,6.5,166,3.48,90400000,,,,
Romeo + Juliet,Drama,1996,14500000,147298761,6.7,1374,9.16,132798761,,,,
Halloween: The Curse of Michael Myers,Horror,1995,5000000,15116634,5,170,2.02,10116634,,,,
Nixon,History,1995,44000000,13681765,7.1,71,-0.69,-30318235,,,,
Hackers,Action,1995,20000000,7563728,6.2,398,-0.62,-12436272,,,,
Tank Girl,Action,1995,25000000,4064495,5.5,138,-0.84,-20935505,,,,
Friday,Comedy,1995,3500000,28215918,7,503,7.06,24715918,,,,
Dead Man Walking,Drama,1995,11000000,39363635,7.3,337,2.58,28363635,,,,
First Knight,Action,1995,55000000,127600435,5.9,311,1.32,72600435,,,,
Showgirls,Drama,1995,45000000,20350754,4.9,256,-0.55,-24649246,,,,
Desperado,Thriller,1995,7000000,25405445,6.8,881,2.63,18405445,,,,
Apollo 13,Drama,1995,52000000,355237933,7.3,1599,5.83,303237933,,,,
Mortal Kombat,Action,1995,18000000,122195920,5.4,442,5.79,104195920,,,,
Assassins,Action,1995,50000000,30303072,6,387,-0.39,-19696928,,,,
The Usual Suspects,Drama,1995,6000000,23341568,8.1,3254,2.89,17341568,,,,
Money Train,Action,1995,60000000,35431113,5.4,222,-0.41,-24568887,,,,
Braveheart,Action,1995,72000000,210000000,7.7,3336,1.92,138000000,,,,
Jade,Action,1995,50000000,9851610,5.2,44,-0.80,-40148390,,,,
Rob Roy,Adventure,1995,28000000,31596911,6.5,148,0.13,3596911,,,,
Rumble in the Bronx,Crime,1995,7500000,32392047,6.5,240,3.32,24892047,,,,
The Net,Crime,1995,22000000,110627965,5.6,354,4.03,88627965,,,,
Sense and Sensibility,Drama,1995,16500000,135000000,7.2,352,7.18,118500000,,,,
The Horseman on the Roof,War,1995,35000000,15000000,6.7,25,-0.57,-20000000,,,,
Bad Boys,Action,1995,19000000,141407024,6.5,1699,6.44,122407024,,,,
Species,Sci-Fi,1995,35000000,113374103,5.5,453,2.24,78374103,,,,
To Die For,Fantasy,1995,20000000,21284514,6.7,175,0.06,1284514,,,,
The Scarlet Letter,Drama,1995,50000000,10382407,5.5,108,-0.79,-39617593,,,,
Jefferson in Paris,Drama,1995,14000000,2474000,5.2,10,-0.82,-11526000,,,,
Under Siege 2: Dark Territory,Action,1995,60000000,104324083,5.6,210,0.74,44324083,,,,
Leaving Las Vegas,Drama,1995,3600000,49800000,7.1,360,12.83,46200000,,,,
Toy Story,Animation,1995,30000000,373554033,7.7,5269,11.45,343554033,,,,
Tales from the Hood,Crime,1995,6000000,12000000,5.4,32,1.00,6000000,,,,
Congo,Action,1995,50000000,152022101,5,213,2.04,102022101,,,,
Things to Do in Denver When You're Dead,Drama,1995,8000000,529766,6.7,85,-0.93,-7470234,,,,
Outbreak,Action,1995,50000000,189859560,6.3,513,2.80,139859560,,,,
Casino,Drama,1995,52000000,116112375,7.8,1307,1.23,64112375,,,,
Get Shorty,Comedy,1995,30250000,115101622,6.4,302,2.81,84851622,,,,
GoldenEye,Adventure,1995,58000000,352194034,6.6,1174,5.07,294194034,,,,
Se7en,Crime,1995,33000000,327311859,8.1,5765,8.92,294311859,,,,
Four Rooms,Crime,1995,4000000,4300000,6.5,530,0.08,300000,,,,
The Bridges of Madison County,Drama,1995,24000000,182016617,7.3,385,6.58,158016617,,,,
Vampire in Brooklyn,Comedy,1995,14000000,19800000,4.5,111,0.41,5800000,,,,
Babe,Fantasy,1995,30000000,254134910,6,733,7.47,224134910,,,,
Virtuosity,Action,1995,30000000,24048000,5.4,163,-0.20,-5952000,,,,
Ace Ventura: When Nature Calls,Crime,1995,30000000,212385533,6.1,1099,6.08,182385533,,,,
Before Sunrise,Drama,1995,2500000,5535405,7.7,959,1.21,3035405,,,,
The Quick and the Dead,Action,1995,32000000,18552460,6.3,427,-0.42,-13447540,,,,
The American President,Comedy,1995,62000000,107879496,6.5,195,0.74,45879496,,,,
Pocahontas,Adventure,1995,55000000,346079773,6.7,1457,5.29,291079773,,,,
Casper,Fantasy,1995,50000000,287928194,6,1019,4.76,237928194,,,,
Mallrats,Romance,1995,6000000,2122561,6.8,392,-0.65,-3877439,,,,
Kids,Drama,1995,1500000,7412216,6.8,279,3.94,5912216,,,,
Cutthroat Island,Action,1995,98000000,10017322,5.7,136,-0.90,-87982678,,,,
Crimson Tide,Action,1995,53000000,157387195,7,498,1.97,104387195,,,,
The Perez Family,Comedy,1995,11000000,2832826,6.6,9,-0.74,-8167174,,,,
Die Hard: With a Vengeance,Action,1995,90000000,366101666,6.9,2066,3.07,276101666,,,,
Waterworld,Adventure,1995,175000000,264218220,5.9,992,0.51,89218220,,,,
Batman Forever,Action,1995,100000000,336529144,5.2,1498,2.37,236529144,,,,
Ed Wood,Comedy,1994,18000000,5887457,7.3,630,-0.67,-12112543,,,,
Don Juan DeMarco,Romance,1994,25000000,22200000,6.2,183,-0.11,-2800000,,,,
A Low Down Dirty Shame,Action,1994,10000000,29392418,6,31,1.94,19392418,,,,
Clear and Present Danger,Action,1994,62000000,215887717,6.4,386,2.48,153887717,,,,
The Naked Gun 33?: The Final Insult,Comedy,1994,30000000,51132598,6.3,521,0.70,21132598,,,,
The Santa Clause,Fantasy,1994,22000000,189833357,6.3,489,7.63,167833357,,,,
The Mask,Romance,1994,23000000,351583407,6.6,2472,14.29,328583407,,,,
PCU,Comedy,1994,9000000,4350774,6,41,-0.52,-4649226,,,,
The Shadow,Adventure,1994,25000000,48063435,5.4,138,0.92,23063435,,,,
Renaissance Man,Comedy,1994,40000000,24332324,5.9,81,-0.39,-15667676,,,,
Wyatt Earp,Drama,1994,63000000,25052000,6.5,202,-0.60,-37948000,,,,
Interview with the Vampire,Horror,1994,60000000,223664608,7.2,1516,2.73,163664608,,,,
Forrest Gump,Comedy,1994,55000000,677945399,8.2,7927,11.33,622945399,,,,
Disclosure,Drama,1994,55000000,214015089,5.9,210,2.89,159015089,,,,
The Shawshank Redemption,Drama,1994,25000000,28341469,8.5,8205,0.13,3341469,,,,
There Goes My Baby,Drama,1994,10500000,123509,8.5,2,-0.99,-10376491,,,,
Baby's Day Out,Action,1994,50000000,16671505,5.8,274,-0.67,-33328495,,,,
The Client,Drama,1994,45000000,117615211,6.4,278,1.61,72615211,,,,
Dumb and Dumber,Comedy,1994,16000000,247275374,6.5,1859,14.45,231275374,,,,
Street Fighter,Action,1994,35000000,99423521,4.1,325,1.84,64423521,,,,
On Deadly Ground,Action,1994,50000000,49000000,4.5,104,-0.02,-1000000,,,,
Serial Mom,Comedy,1994,13000000,7820688,6.4,135,-0.40,-5179312,,,,
Beverly Hills Cop III,Action,1994,50000000,119208989,5.5,434,1.38,69208989,,,,
The Crow,Fantasy,1994,15000000,94000000,7.3,953,5.27,79000000,,,,
Clerks,Comedy,1994,27000,3151130,7.4,755,115.71,3124130,,,,
Highlander: The Final Dimension,Action,1994,26000000,36800000,4.5,110,0.42,10800000,,,,
Four Weddings and a Funeral,Comedy,1994,6000000,254700832,6.6,632,41.45,248700832,,,,
The Lion King,Family,1994,45000000,788241776,8,5376,16.52,743241776,,,,
The Specialist,Action,1994,45000000,170362582,5.5,313,2.79,125362582,,,,
Timecop,Thriller,1994,27000000,101646581,5.5,282,2.76,74646581,,,,
Ace Ventura: Pet Detective,Comedy,1994,15000000,107217396,6.4,1648,6.15,92217396,,,,
New Nightmare,Horror,1994,14000000,18090181,6.4,291,0.29,4090181,,,,
Pulp Fiction,Thriller,1994,8000000,213928762,8.3,8428,25.74,205928762,,,,
Rapa Nui,Adventure,1994,20000000,305070,6.2,33,-0.98,-19694930,,,,
Star Trek: Generations,Sci-Fi,1994,38000000,120000000,6.4,452,2.16,82000000,,,,
True Lies,Action,1994,115000000,378882411,6.8,1116,2.29,263882411,,,,
The Flintstones,Fantasy,1994,46000000,341631208,5,543,6.43,295631208,,,,
Heavenly Creatures,Drama,1994,5000000,3049135,7,294,-0.39,-1950865,,,,
Speed,Action,1994,30000000,350448145,6.8,1783,10.68,320448145,,,,
Legends of the Fall,Adventure,1994,30000000,160638883,7.2,619,4.35,130638883,,,,
Hoop Dreams,Documentary,1994,700000,7830611,7.7,87,10.19,7130611,,,,
Groundhog Day,Romance,1993,14600000,70906973,7.4,2301,3.86,56306973,,,,
Cool Runnings,Comedy,1993,14000000,154864401,6.8,491,10.06,140864401,,,,
Romeo Is Bleeding,Action,1993,11500000,3275585,5.7,36,-0.72,-8224415,,,,
Ruby in Paradise,Drama,1993,800000,1001437,5.6,10,0.25,201437,,,,
Killing Zoe,Action,1993,1500000,418961,6.1,111,-0.72,-1081039,,,,
Last Action Hero,Adventure,1993,85000000,137298489,6.1,712,0.62,52298489,,,,
What's Eating Gilbert Grape,Romance,1993,11000000,30000000,7.5,919,1.73,19000000,,,,
Teenage Mutant Ninja Turtles III,Action,1993,21000000,42000000,5.1,184,1.00,21000000,,,,
Poetic Justice,Drama,1993,14000000,27515786,6.9,47,0.97,13515786,,,,
Dazed and Confused,Comedy,1993,6900000,7993039,7.4,583,0.16,1093039,,,,
Super Mario Bros.,Adventure,1993,48000000,20915465,4,232,-0.56,-27084535,,,,
Tombstone,Action,1993,25000000,56505065,7.4,626,1.26,31505065,,,,
True Romance,Action,1993,12500000,12281551,7.5,749,-0.02,-218449,,,,
RoboCop 3,Action,1993,22000000,10696210,4.2,305,-0.51,-11303790,,,,
The Nutcracker,Family,1993,19000000,2119994,5.6,5,-0.89,-16880006,,,,
Menace II Society,Drama,1993,3500000,27900000,7.2,173,6.97,24400000,,,,
Schindler's List,Drama,1993,22000000,321365567,8.3,4329,13.61,299365567,,,,
Mrs. Doubtfire,Comedy,1993,25000000,441286195,7,1591,16.65,416286195,,,,
Airborne,Action,1993,2600000,2850263,6.1,20,0.10,250263,,,,
The Firm,Drama,1993,42000000,270248367,6.6,501,5.43,228248367,,,,
The Fugitive,Adventure,1993,44000000,368875760,7.2,1220,7.38,324875760,,,,
The Pelican Brief,Drama,1993,45000000,195268056,6.3,371,3.34,150268056,,,,
Jurassic Park,Adventure,1993,63000000,920100000,7.6,4856,13.60,857100000,,,,
The Age of Innocence,Drama,1993,34000000,32255440,7,169,-0.05,-1744560,,,,
Return of the Living Dead 3,Comedy,1993,2000000,54207,5.9,88,-0.97,-1945793,,,,
Only the Strong,Action,1993,6000000,3283371,6.9,29,-0.45,-2716629,,,,
Philadelphia,Drama,1993,26000000,206678440,7.6,988,6.95,180678440,,,,
The Piano,Drama,1993,7000000,116700000,7.1,281,15.67,109700000,,,,
Cliffhanger,Action,1993,70000000,255000211,6.1,588,2.64,185000211,,,,
The Remains of the Day,Drama,1993,11500000,23237911,7.5,202,1.02,11737911,,,,
Alive,Action,1993,32000000,36733909,6.7,374,0.15,4733909,,,,
Excessive Force,Action,1993,3000000,1200000,4.5,10,-0.60,-1800000,,,,
Hocus Pocus,Comedy,1993,28000000,39514713,6.4,471,0.41,11514713,,,,
Jason Goes to Hell: The Final Friday,Fantasy,1993,3000000,15938065,4.2,193,4.31,12938065,,,,
The Thief and the Cobbler,Adventure,1993,28000000,669276,6.8,26,-0.98,-27330724,,,,
Fortress,Action,1992,8000000,6739141,5.7,168,-0.16,-1260859,,,,
The Bodyguard,Thriller,1992,25000000,411006740,6.1,661,15.44,386006740,,,,
Reservoir Dogs,Crime,1992,1200000,14661007,8,3697,11.22,13461007,,,,
Memoirs of an Invisible Man,Comedy,1992,40000000,14358033,5.7,125,-0.64,-25641967,,,,
Boomerang,Comedy,1992,40000000,70100000,5.4,134,0.75,30100000,,,,
Glengarry Glen Ross,Crime,1992,12500000,10725228,7.5,323,-0.14,-1774772,,,,
Lethal Weapon 3,Adventure,1992,35000000,321731527,6.4,811,8.19,286731527,,,,
My Cousin Vinny,Comedy,1992,11000000,64088552,7.3,384,4.83,53088552,,,,
Raising Cain,Drama,1992,12000000,37170057,5.9,65,2.10,25170057,,,,
The Crying Game,Romance,1992,3705538,62548947,6.9,176,15.88,58843409,,,,
A Few Good Men,Drama,1992,40000000,243240178,7.1,877,5.08,203240178,,,,
Radio Flyer,Drama,1992,35000000,4651977,6.6,53,-0.87,-30348023,,,,
Home Alone 2: Lost in New York,Comedy,1992,18000000,358991681,6.3,2395,18.94,340991681,,,,
Batman Returns,Action,1992,80000000,280000000,6.6,1673,2.50,200000000,,,,
A League of Their Own,Comedy,1992,40000000,107458785,6.7,354,1.69,67458785,,,,
The Last of the Mohicans,Action,1992,40000000,75505856,7.1,732,0.89,35505856,,,,
Dracula,Romance,1992,40000000,215862692,7.1,1056,4.40,175862692,,,,
The Mighty Ducks,Comedy,1992,10000000,50752337,6.4,198,4.08,40752337,,,,
Death Becomes Her,Fantasy,1992,55000000,149022650,6.3,636,1.71,94022650,,,,
Unforgiven,Western,1992,14000000,159157447,7.7,1113,10.37,145157447,,,,
Alien³,Sci-Fi,1992,50000000,159773545,6.2,1633,2.20,109773545,,,,
El Mariachi,Action,1992,220000,2040920,6.6,238,8.28,1820920,,,,
The Lawnmower Man,Horror,1992,10000000,32101000,5.4,197,2.21,22101000,,,,
Patriot Games,Drama,1992,45000000,178051587,6.3,433,2.96,133051587,,,,
Malcolm X,Drama,1992,34000000,48169908,7.2,370,0.42,14169908,,,,
Aladdin,Animation,1992,28000000,504050219,7.4,3416,17.00,476050219,,,,
Wayne's World,Music,1992,20000000,121697323,6.5,728,5.08,101697323,,,,
Hook,Adventure,1991,70000000,300854823,6.6,1532,3.30,230854823,,,,
The Naked Gun 2½: The Smell of Fear,Comedy,1991,23000000,86930411,6.6,546,2.78,63930411,,,,
Terminator 2: Judgment Day,Action,1991,100000000,520000000,7.7,4185,4.20,420000000,,,,
Boyz n the Hood,Crime,1991,6500000,57504069,7.4,364,7.85,51004069,,,,
The Fisher King,Comedy,1991,24000000,41895491,7.2,341,0.75,17895491,,,,
Robin Hood: Prince of Thieves,Adventure,1991,48000000,390493908,6.6,909,7.14,342493908,,,,
White Fang,Action,1991,14000000,34793160,6.5,135,1.49,20793160,,,,
The Doors,Drama,1991,38000000,34416893,6.7,275,-0.09,-3583107,,,,
JFK,Drama,1991,40000000,205405498,7.5,502,4.14,165405498,,,,
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,Sci-Fi,1991,25000000,78000000,5.8,286,2.12,53000000,,,,
Return to the Blue Lagoon,Drama,1991,11000000,2807854,5.1,153,-0.74,-8192146,,,,
Showdown in Little Tokyo,Action,1991,8000000,2275557,5.7,95,-0.72,-5724443,,,,
Harley Davidson and the Marlboro Man,Action,1991,23000000,7434726,6.1,82,-0.68,-15565274,,,,
Star Trek VI: The Undiscovered Country,Sci-Fi,1991,27000000,96900000,6.7,413,2.59,69900000,,,,
Beastmaster 2: Through the Portal of Time,Action,1991,6000000,869325,4.6,17,-0.86,-5130675,,,,
Freddy's Dead: The Final Nightmare,Horror,1991,11000000,34872033,5.1,272,2.17,23872033,,,,
The Addams Family,Horror,1991,30000000,191502426,6.7,848,5.38,161502426,,,,
The Prince of Tides,Drama,1991,30000000,74787599,5.9,56,1.49,44787599,,,,
Hudson Hawk,Action,1991,65000000,17218080,5.4,269,-0.74,-47781920,,,,
Cape Fear,Crime,1991,35000000,182300000,7,675,4.21,147300000,,,,
Double Impact,Thriller,1991,15000000,30102717,5.3,215,1.01,15102717,,,,
The Silence of the Lambs,Crime,1991,19000000,272742922,8.1,4443,13.35,253742922,,,,
Days of Thunder,Adventure,1990,60000000,157920733,5.9,353,1.63,97920733,,,,
Pretty Woman,Romance,1990,14000000,463000000,7,1746,32.07,449000000,,,,
Back to the Future Part III,Adventure,1990,40000000,244527583,7.1,2900,5.11,204527583,,,,
Tremors,Action,1990,11000000,48572000,6.6,864,3.42,37572000,,,,
GoodFellas,Drama,1990,25000000,46836394,8.2,3128,0.87,21836394,,,,
Spaced Invaders,Comedy,1990,3000000,15369573,4.7,25,4.12,12369573,,,,
The Godfather: Part III,Crime,1990,54000000,136766062,7.1,1546,1.53,82766062,,,,
Mo' Better Blues,Drama,1990,10000000,16153593,6.3,47,0.62,6153593,,,,
The Hunt for Red October,Action,1990,30000000,199200000,7.2,957,5.64,169200000,,,,
Edward Scissorhands,Fantasy,1990,20000000,53000000,7.5,3601,1.65,33000000,,,,
Gremlins 2: The New Batch,Comedy,1990,50000000,41482207,6.2,652,-0.17,-8517793,,,,
Predator 2,Sci-Fi,1990,35000000,57120318,5.9,730,0.63,22120318,,,,
The Adventures of Ford Fairlane,Action,1990,49000000,20423389,6.2,71,-0.58,-28576611,,,,
Child's Play 2,Drama,1990,13000000,35763605,5.8,308,1.75,22763605,,,,
Dick Tracy,Adventure,1990,47000000,103738726,5.9,251,1.21,56738726,,,,
Arachnophobia,Comedy,1990,31000000,53208180,6.2,433,0.72,22208180,,,,
Home Alone,Comedy,1990,18000000,476684675,7.1,2414,25.48,458684675,,,,
Ghost,Fantasy,1990,22000000,505000000,6.9,1339,21.95,483000000,,,,
Die Hard 2,Action,1990,70000000,240031094,6.6,1896,2.43,170031094,,,,
Kindergarten Cop,Comedy,1990,15000000,201957688,5.8,628,12.46,186957688,,,,
Flatliners,Drama,1990,26000000,61489265,6.3,404,1.36,35489265,,,,
Total Recall,Action,1990,65000000,261317921,7.1,1710,3.02,196317921,,,,
Dances with Wolves,Adventure,1990,22000000,424208848,7.6,1046,18.28,402208848,,,,
Driving Miss Daisy,Comedy,1989,7500000,145793296,7,350,18.44,138293296,,,,
Do the Right Thing,Drama,1989,6500000,37295445,7.6,292,4.74,30795445,,,,
When Harry Met Sally...,Comedy,1989,16000000,92823546,7.3,950,4.80,76823546,,,,
Licence to Kill,Adventure,1989,32000000,156167015,5.9,541,3.88,124167015,,,,
Back to the Future Part II,Adventure,1989,40000000,332000000,7.4,3829,7.30,292000000,,,,
Friday the 13th Part VIII: Jason Takes Manhattan,Horror,1989,5000000,14000000,4.8,191,1.80,9000000,,,,
Sea of Love,Drama,1989,19000000,110879513,6.7,141,4.84,91879513,,,,
Batman,Fantasy,1989,35000000,411348924,7,2096,10.75,376348924,,,,
Star Trek V: The Final Frontier,Sci-Fi,1989,30000000,70200000,5.6,376,1.34,40200000,,,,
Black Rain,Action,1989,30000000,45892212,6.2,243,0.53,15892212,,,,
Born on the Fourth of July,Drama,1989,14000000,161001698,6.7,395,10.50,147001698,,,,
Tango & Cash,Action,1989,55000000,63408614,6.1,458,0.15,8408614,,,,
Pet Sematary,Drama,1989,11500000,57469467,6.4,407,4.00,45969467,,,,
Indiana Jones and the Last Crusade,Adventure,1989,48000000,474171806,7.6,3152,8.88,426171806,,,,
Major League,Comedy,1989,11000000,49797148,6.6,217,3.53,38797148,,,,
Roger & Me,Documentary,1989,160000,6706368,7.4,90,40.91,6546368,,,,
Bill & Ted's Excellent Adventure,Adventure,1989,10000000,40485039,6.7,454,3.05,30485039,,,,
Halloween 5: The Revenge of Michael Myers,Horror,1989,5000000,11642254,5.2,183,1.33,6642254,,,,
The Abyss,Adventure,1989,70000000,90000098,7.1,808,0.29,20000098,,,,
Road House,Action,1989,15000000,30050028,6.3,252,1.00,15050028,,,,
Glory,War,1989,18000000,26828365,7.4,383,0.49,8828365,,,,
A Nightmare on Elm Street 5: The Dream Child,Horror,1989,8000000,22168359,5.5,245,1.77,14168359,,,,
Dead Poets Society,Drama,1989,16400000,235860116,8.1,2705,13.38,219460116,,,,
Dangerous Liaisons,Drama,1988,14000000,34670720,7,257,1.48,20670720,,,,
Child's Play,Horror,1988,9000000,44196684,6.3,581,3.91,35196684,,,,
Die Hard,Action,1988,28000000,140767956,7.5,3948,4.03,112767956,,,,
Action Jackson,Action,1988,7000000,20256975,4.9,50,1.89,13256975,,,,
Rain Man,Drama,1988,25000000,412800000,7.6,1709,15.51,387800000,,,,
Friday the 13th Part VII: The New Blood,Horror,1988,2800000,19170001,5.3,192,5.85,16370001,,,,
Akira,Sci-Fi,1988,8000000,553171,7.8,773,-0.93,-7446829,,,,
The Land Before Time,Animation,1988,12300000,84460846,7,640,5.87,72160846,,,,
Prison,Crime,1988,1300000,354704,6.7,27,-0.73,-945296,,,,
Phantasm II,Action,1988,3000000,7282851,6.3,94,1.43,4282851,,,,
Big,Fantasy,1988,18000000,151668774,6.9,993,7.43,133668774,,,,
The Last Temptation of Christ,Drama,1988,7000000,8373585,7,201,0.20,1373585,,,,
Poltergeist III,Horror,1988,10500000,14144000,4.5,123,0.35,3644000,,,,
Beetlejuice,Fantasy,1988,15000000,73326666,7.1,1444,3.89,58326666,,,,
They Live,Action,1988,4000000,13008928,7.1,550,2.25,9008928,,,,
Rambo III,Action,1988,63000000,189015611,5.7,690,2.00,126015611,,,,
Halloween 4: The Return of Michael Myers,Horror,1988,5000000,17768757,5.9,209,2.55,12768757,,,,
Twins,Comedy,1988,15000000,216614388,5.7,559,13.44,201614388,,,,
Midnight Run,Adventure,1988,30000000,38413606,7.2,238,0.28,8413606,,,,
Young Guns,Crime,1988,13000000,44726644,6.6,258,2.44,31726644,,,,
Talk Radio,Drama,1988,4000000,3468572,6.7,46,-0.13,-531428,,,,
A Nightmare on Elm Street 4: The Dream Master,Horror,1988,7000000,72500000,5.8,281,9.36,65500000,,,,
My Stepmother is an Alien,Comedy,1988,20000000,13854000,5.3,131,-0.31,-6146000,,,,
Bloodsport,Action,1988,1500000,11806119,6.6,363,6.87,10306119,,,,
Spaceballs,Comedy,1987,22700000,38119483,6.7,902,0.68,15419483,,,,
The Lost Boys,Horror,1987,8500000,32222567,6.8,538,2.79,23722567,,,,
Ishtar,Action,1987,55000000,14375181,4.2,28,-0.74,-40624819,,,,
Creepshow 2,Horror,1987,3500000,14000000,5.9,129,3.00,10500000,,,,
Superman IV: The Quest for Peace,Action,1987,17000000,19300000,4.1,318,0.14,2300000,,,,
The Untouchables,Crime,1987,25000000,76270454,7.6,1384,2.05,51270454,,,,
A Nightmare on Elm Street 3: Dream Warriors,Horror,1987,5000000,44793222,6.5,354,7.96,39793222,,,,
Hellraiser,Horror,1987,1000000,14564027,6.9,449,13.56,13564027,,,,
Evil Dead II,Horror,1987,3600000,5923044,7.6,742,0.65,2323044,,,,
La Bamba,Drama,1987,6500000,54215416,6.8,116,7.34,47715416,,,,
Jaws: The Revenge,Adventure,1987,23000000,51881013,3.5,224,1.26,28881013,,,,
Beverly Hills Cop II,Action,1987,20000000,299965036,6.1,613,14.00,279965036,,,,
The Living Daylights,Action,1987,40000000,191185897,6.2,440,3.78,151185897,,,,
Predator,Sci-Fi,1987,18000000,98235548,7.3,2093,4.46,80235548,,,,
The Princess Bride,Adventure,1987,16000000,30857814,7.6,1486,0.93,14857814,,,,
Wall Street,Crime,1987,15000000,43848069,7,546,1.92,28848069,,,,
The Last Emperor,Drama,1987,23000000,43984230,7.4,355,0.91,20984230,,,,
From a Whisper to a Scream,Comedy,1987,1100000,1400000,6.8,15,0.27,300000,,,,
Fatal Attraction,Drama,1987,14000000,320145693,6.6,291,21.87,306145693,,,,
"Good Morning, Vietnam",Comedy,1987,13000000,123922370,7.1,642,8.53,110922370,,,,
The Running Man,Action,1987,27000000,38122105,6.4,703,0.41,11122105,,,,
Big Trouble in Little China,Action,1986,25000000,11000000,7.1,705,-0.56,-14000000,,,,
The Golden Child,Action,1986,25000000,79817939,5.6,304,2.19,54817939,,,,
Crocodile Dundee,Adventure,1986,5000000,328203506,6.3,503,64.64,323203506,,,,
Friday the 13th Part VI: Jason Lives,Horror,1986,3000000,19472057,5.7,216,5.49,16472057,,,,
Star Trek IV: The Voyage Home,Sci-Fi,1986,24000000,133000000,6.9,477,4.54,109000000,,,,
Nine 1/2 Weeks,Drama,1986,17000000,6735922,5.8,177,-0.60,-10264078,,,,
Stand by Me,Crime,1986,8000000,52287414,7.8,1522,5.54,44287414,,,,
Highlander,Adventure,1986,16000000,5900000,6.8,624,-0.63,-10100000,,,,
The Wraith,Romance,1986,2700000,3500000,5.9,108,0.30,800000,,,,
Peggy Sue Got Married,Comedy,1986,18000000,41382841,5.9,136,1.30,23382841,,,,
Aliens,Horror,1986,18500000,183316455,7.7,3220,8.91,164816455,,,,
Platoon,Drama,1986,6000000,138530565,7.5,1205,22.09,132530565,,,,
Top Gun,Action,1986,15000000,356830601,6.7,1698,22.79,341830601,,,,
Invaders from Mars,Sci-Fi,1986,12000000,4884663,5.5,57,-0.59,-7115337,,,,
Little Shop of Horrors,Horror,1986,25000000,38748395,6.6,384,0.55,13748395,,,,
Howard the Duck,Comedy,1986,37000000,37962774,5.1,221,0.03,962774,,,,
The Texas Chainsaw Massacre 2,Horror,1986,4700000,8025872,5.9,139,0.71,3325872,,,,
The Color of Money,Drama,1986,13800000,52293982,6.7,291,2.79,38493982,,,,
Red Sonja,Adventure,1985,17900000,6948633,5,206,-0.61,-10951367,,,,
A Room with a View,Drama,1985,3000000,20966644,6.9,156,5.99,17966644,,,,
A Nightmare on Elm Street Part 2: Freddy's Revenge,Horror,1985,3000000,29999213,5.7,361,9.00,26999213,,,,
Rambo: First Blood Part II,Action,1985,44000000,300400432,6.3,864,5.83,256400432,,,,
Subway,Action,1985,2000000,390659,6.3,86,-0.80,-1609341,,,,
Day of the Dead,Horror,1985,3500000,34000000,6.9,270,8.71,30500000,,,,
The Return of the Living Dead,Comedy,1985,4000000,14237000,7.3,267,2.56,10237000,,,,
The Color Purple,Drama,1985,15000000,146292009,7.7,338,8.75,131292009,,,,
A View to a Kill,Adventure,1985,30000000,152427960,6,506,4.08,122427960,,,,
Out of Africa,Drama,1985,31000000,128499205,7,279,3.15,97499205,,,,
Friday the 13th: A New Beginning,Horror,1985,2200000,21930418,5.1,196,8.97,19730418,,,,
Back to the Future,Adventure,1985,19000000,381109762,8,6079,19.06,362109762,,,,
My Beautiful Laundrette,Romance,1985,860000,2451545,6.6,51,1.85,1591545,,,,
Return to Oz,Adventure,1985,25000000,11137801,6.7,120,-0.55,-13862199,,,,
Witness,Crime,1985,12000000,68706993,7,375,4.73,56706993,,,,
The Last Dragon,Action,1985,10000000,25754284,6.4,69,1.58,15754284,,,,
Ladyhawke,Adventure,1985,20000000,18432000,6.8,260,-0.08,-1568000,,,,
Mad Max Beyond Thunderdome,Action,1985,12305523,36230219,5.9,748,1.94,23924696,,,,
Commando,Action,1985,10000000,57500000,6.4,742,4.75,47500000,,,,
Body Double,Crime,1984,10000000,8801940,6.4,137,-0.12,-1198060,,,,
Star Trek III: The Search for Spock,Sci-Fi,1984,18000000,87000000,6.4,434,3.83,69000000,,,,
Red Dawn,Action,1984,4200000,38376497,6.4,215,8.14,34176497,,,,
The Karate Kid,Drama,1984,8000000,90815558,6.9,891,10.35,82815558,,,,
Amadeus,Drama,1984,18000000,51973029,7.8,1076,1.89,33973029,,,,
The Terminator,Action,1984,6400000,78371200,7.3,4128,11.25,71971200,,,,
The Cotton Club,Music,1984,58000000,25928721,6.6,68,-0.55,-32071279,,,,
Conan the Destroyer,Adventure,1984,18000000,100000000,5.8,383,4.56,82000000,,,,
Friday the 13th: The Final Chapter,Horror,1984,2600000,32980880,5.9,237,11.68,30380880,,,,
Indiana Jones and the Temple of Doom,Adventure,1984,28000000,333000000,7.1,2781,10.89,305000000,,,,
Firestarter,Fantasy,1984,15000000,17080167,5.9,173,0.14,2080167,,,,
A Nightmare on Elm Street,Horror,1984,1800000,25504513,7.2,1180,13.17,23704513,,,,
Sheena,Action,1984,25000000,5778353,5,22,-0.77,-19221647,,,,
Splash,Comedy,1984,8000000,69821334,6.1,321,7.73,61821334,,,,
